,index,count
3798,22 25 19,0
3799,22 25 18,0
3800,22 25 17,0
3801,22 25 16,0
3802,22 25 15,0
3803,22 25 14,0
3804,22 25 13,0
3805,22 25 12,0
3806,22 25 11,0
3807,22 25 10,0
3808,22 25 09,0
3809,22 25 08,0
3810,22 25 06,0
3811,22 24 24,0
3812,22 25 05,0
3813,22 25 04,0
3814,22 25 03,0
3815,22 25 02,0
3816,22 25 01,0
3817,22 25 00,0
3818,22 24 31,0
3819,22 24 30,0
3820,22 24 29,0
3821,22 24 28,0
3822,22 24 27,0
3823,22 24 26,0
3824,22 24 25,0
3825,22 23 24,0
3826,22 23 23,0
3827,22 23 22,0
3828,22 22 08,0
3829,22 22 21,0
3830,22 22 20,0
3831,22 22 19,0
3832,22 22 18,0
3833,22 22 17,0
3834,22 22 16,0
3835,22 22 15,0
3836,22 22 14,0
3837,22 22 13,0
3838,22 22 12,0
3839,22 22 11,0
3840,22 22 10,0
3841,22 22 09,0
3842,22 22 07,0
3843,22 23 21,0
3844,22 22 06,0
3845,22 22 05,0
3846,22 22 04,0
3847,22 22 03,0
3848,22 22 02,0
3849,22 22 01,0
3850,22 22 00,0
3851,22 21 31,0
3852,22 21 30,0
3853,22 21 29,0
3854,22 21 28,0
3855,22 21 27,0
3856,22 21 26,0
3857,22 22 22,0
3858,22 22 23,0
3859,22 22 24,0
3860,22 22 25,0
3861,22 23 20,0
3862,22 23 19,0
3863,22 23 18,0
3864,22 23 17,0
3865,22 23 16,0
3866,22 23 15,0
3867,22 23 14,0
3868,22 23 13,0
3869,22 23 12,0
3870,22 23 11,0
3871,22 23 10,0
3872,22 23 09,0
3873,22 23 08,0
3874,22 23 07,0
3875,22 23 06,0
3876,22 23 05,0
3877,22 23 04,0
3878,22 23 03,0
3879,22 23 02,0
3880,22 23 01,0
3881,22 23 00,0
3882,22 22 31,0
3883,22 22 30,0
3884,22 22 29,0
3885,22 22 28,0
3886,22 22 27,0
3887,22 22 26,0
3888,22 25 21,0
3889,22 25 23,0
3890,22 21 24,0
3891,22 28 06,0
3892,22 28 19,0
3893,22 28 18,0
3894,22 28 17,0
3895,22 28 16,0
3896,22 28 15,0
3897,22 28 14,0
3898,22 28 13,0
3899,22 28 12,0
3900,22 28 11,0
3901,22 28 10,0
3902,22 28 09,0
3903,22 28 08,0
3904,22 28 07,0
3905,22 28 05,0
3906,22 28 21,0
3907,22 28 04,0
3908,22 28 03,0
3909,22 28 02,0
3910,22 28 01,0
3911,22 28 00,0
3912,22 27 31,0
3913,22 27 30,0
3914,22 27 29,0
3915,22 27 28,0
3916,22 27 27,0
3917,22 27 26,0
3918,22 27 25,0
3919,22 27 24,0
3920,22 28 20,0
3921,22 28 22,0
3922,22 25 24,0
3923,22 29 06,0
3924,22 29 19,0
3925,22 29 18,0
3926,22 29 17,0
3927,22 29 16,0
3928,22 29 15,0
3929,22 29 14,0
3930,22 29 13,0
3931,22 29 12,0
3932,22 29 11,0
3933,22 29 10,0
3934,22 29 09,0
3935,22 29 08,0
3936,22 29 07,0
3937,22 29 05,0
3938,22 28 23,0
3939,22 29 04,0
3940,22 29 03,0
3941,22 29 02,0
3942,22 29 01,0
3943,22 29 00,0
3944,22 28 31,0
3945,22 28 30,0
3946,22 28 29,0
3947,22 28 28,0
3948,22 28 27,0
3949,22 28 26,0
3950,22 28 25,0
3951,22 28 24,0
3952,22 27 23,0
3953,22 27 22,0
3954,22 27 21,0
3955,22 26 07,0
3956,22 26 20,0
3957,22 26 19,0
3958,22 26 18,0
3959,22 26 17,0
3960,22 26 16,0
3961,22 26 15,0
3962,22 26 14,0
3963,22 26 13,0
3964,22 26 12,0
3965,22 26 11,0
3966,22 26 10,0
3967,22 26 09,0
3968,22 26 08,0
3969,22 26 06,0
3970,22 27 20,0
3971,22 26 05,0
3972,22 26 04,0
3973,22 26 03,0
3974,22 26 02,0
3975,22 26 01,0
3976,22 26 00,0
3977,22 25 31,0
3978,22 25 30,0
3979,22 25 29,0
3980,22 25 28,0
3981,22 25 27,0
3982,22 25 26,0
3983,22 25 25,0
3984,22 26 21,0
3985,22 26 22,0
3986,22 26 23,0
3987,22 26 24,0
3988,22 27 19,0
3989,22 27 18,0
3990,22 27 17,0
3991,22 27 16,0
3992,22 27 15,0
3993,22 27 14,0
3994,22 27 13,0
3995,22 27 12,0
3996,22 27 11,0
3997,22 27 10,0
3998,22 27 09,0
3999,22 27 08,0
4000,22 27 07,0
4001,22 27 06,0
4002,22 27 05,0
4003,22 27 04,0
4004,22 27 03,0
4005,22 27 02,0
4006,22 27 01,0
4007,22 27 00,0
4008,22 26 31,0
4009,22 26 30,0
4010,22 26 29,0
4011,22 26 28,0
4012,22 26 27,0
4013,22 26 26,0
4014,22 26 25,0
4015,22 21 25,0
4016,22 21 23,0
4017,22 13 27,0
4018,22 16 09,0
4019,22 16 22,0
4020,22 16 21,0
4021,22 16 20,0
4022,22 16 19,0
4023,22 16 18,0
4024,22 16 17,0
4025,22 16 16,0
4026,22 16 15,0
4027,22 16 14,0
4028,22 16 13,0
4029,22 16 12,0
4030,22 16 11,0
4031,22 16 10,0
4032,22 16 08,0
4033,22 16 24,0
4034,22 16 07,0
4035,22 16 06,0
4036,22 16 05,0
4037,22 16 04,0
4038,22 16 03,0
4039,22 16 02,0
4040,22 16 01,0
4041,22 16 00,0
4042,22 15 31,0
4043,22 15 30,0
4044,22 15 29,0
4045,22 15 28,0
4046,22 15 27,0
4047,22 16 23,0
4048,22 16 25,0
4049,22 17 24,0
4050,22 17 09,0
4051,22 17 22,0
4052,22 17 21,0
4053,22 17 20,0
4054,22 17 19,0
4055,22 17 18,0
4056,22 17 17,0
4057,22 17 16,0
4058,22 17 15,0
4059,22 17 14,0
4060,22 17 13,0
4061,22 17 12,0
4062,22 17 11,0
4063,22 17 10,0
4064,22 17 08,0
4065,22 16 26,0
4066,22 17 07,0
4067,22 17 06,0
4068,22 17 05,0
4069,22 17 04,0
4070,22 17 03,0
4071,22 17 02,0
4072,22 17 01,0
4073,22 17 00,0
4074,22 16 31,0
4075,22 16 30,0
4076,22 16 29,0
4077,22 16 28,0
4078,22 16 27,0
4079,22 15 26,0
4080,22 15 25,0
4081,22 15 24,0
4082,22 14 10,0
4083,22 14 23,0
4084,22 14 22,0
4085,22 14 21,0
4086,22 14 20,0
4087,22 14 19,0
4088,22 14 18,0
4089,22 14 17,0
4090,22 14 16,0
4091,22 14 15,0
4092,22 14 14,0
4093,22 14 13,0
4094,22 14 12,0
4095,22 14 11,0
4096,22 14 09,0
4097,22 15 23,0
4098,22 14 08,0
4099,22 14 07,0
4100,22 14 06,0
4101,22 14 05,0
4102,22 14 04,0
4103,22 14 03,0
4104,22 14 02,0
4105,22 14 01,0
4106,22 14 00,0
4107,22 13 31,0
4108,22 13 30,0
4109,22 13 29,0
4110,22 13 28,0
4111,22 14 24,0
4112,22 14 25,0
4113,22 14 26,0
4114,22 14 27,0
4115,22 15 22,0
4116,22 15 21,0
4117,22 15 20,0
4118,22 15 19,0
4119,22 15 18,0
4120,22 15 17,0
4121,22 15 16,0
4122,22 15 15,0
4123,22 15 14,0
4124,22 15 13,0
4125,22 15 12,0
4126,22 15 11,0
4127,22 15 10,0
4128,22 15 09,0
4129,22 15 08,0
4130,22 15 07,0
4131,22 15 06,0
4132,22 15 05,0
4133,22 15 04,0
4134,22 15 03,0
4135,22 15 02,0
4136,22 15 01,0
4137,22 15 00,0
4138,22 14 31,0
4139,22 14 30,0
4140,22 14 29,0
4141,22 14 28,0
4142,22 17 23,0
4143,22 17 25,0
4144,22 21 22,0
4145,22 20 08,0
4146,22 20 21,0
4147,22 20 20,0
4148,22 20 19,0
4149,22 20 18,0
4150,22 20 17,0
4151,22 20 16,0
4152,22 20 15,0
4153,22 20 14,0
4154,22 20 13,0
4155,22 20 12,0
4156,22 20 11,0
4157,22 20 10,0
4158,22 20 09,0
4159,22 20 07,0
4160,22 20 23,0
4161,22 20 06,0
4162,22 20 05,0
4163,22 20 04,0
4164,22 20 03,0
4165,22 20 02,0
4166,22 20 01,0
4167,22 20 00,0
4168,22 19 31,0
4169,22 19 30,0
4170,22 19 29,0
4171,22 19 28,0
4172,22 19 27,0
4173,22 19 26,0
4174,22 20 22,0
4175,22 20 24,0
4176,22 17 26,0
4177,22 21 08,0
4178,22 21 21,0
4179,22 21 20,0
4180,22 21 19,0
4181,22 21 18,0
4182,22 21 17,0
4183,22 21 16,0
4184,22 21 15,0
4185,22 21 14,0
4186,22 21 13,0
4187,22 21 12,0
4188,22 21 11,0
4189,22 21 10,0
4190,22 21 09,0
4191,22 21 07,0
4192,22 20 25,0
4193,22 21 06,0
4194,22 21 05,0
4195,22 21 04,0
4196,22 21 03,0
4197,22 21 02,0
4198,22 21 01,0
4199,22 21 00,0
4200,22 20 31,0
4201,22 20 30,0
4202,22 20 29,0
4203,22 20 28,0
4204,22 20 27,0
4205,22 20 26,0
4206,22 19 25,0
4207,22 19 24,0
4208,22 19 23,0
4209,22 18 09,0
4210,22 18 22,0
4211,22 18 21,0
4212,22 18 20,0
4213,22 18 19,0
4214,22 18 18,0
4215,22 18 17,0
4216,22 18 16,0
4217,22 18 15,0
4218,22 18 14,0
4219,22 18 13,0
4220,22 18 12,0
4221,22 18 11,0
4222,22 18 10,0
4223,22 18 08,0
4224,22 19 22,0
4225,22 18 07,0
4226,22 18 06,0
4227,22 18 05,0
4228,22 18 04,0
4229,22 18 03,0
4230,22 18 02,0
4231,22 18 01,0
4232,22 18 00,0
4233,22 17 31,0
4234,22 17 30,0
4235,22 17 29,0
4236,22 17 28,0
4237,22 17 27,0
4238,22 18 23,0
4239,22 18 24,0
4240,22 18 25,0
4241,22 18 26,0
4242,22 19 21,0
4243,22 19 20,0
4244,22 19 19,0
4245,22 19 18,0
4246,22 19 17,0
4247,22 19 16,0
4248,22 19 15,0
4249,22 19 14,0
4250,22 19 13,0
4251,22 19 12,0
4252,22 19 11,0
4253,22 19 10,0
4254,22 19 09,0
4255,22 19 08,0
4256,22 19 07,0
4257,22 19 06,0
4258,22 19 05,0
4259,22 19 04,0
4260,22 19 03,0
4261,22 19 02,0
4262,22 19 01,0
4263,22 19 00,0
4264,22 18 31,0
4265,22 18 30,0
4266,22 18 29,0
4267,22 18 28,0
4268,22 18 27,0
4269,20 03 20,0
4270,20 00 17,0
4271,20 03 18,0
4272,17 13 05,0
4273,17 13 18,0
4274,17 13 17,0
4275,17 13 16,0
4276,17 13 15,0
4277,17 13 14,0
4278,17 13 13,0
4279,17 13 12,0
4280,17 13 11,0
4281,17 13 10,0
4282,17 13 09,0
4283,17 13 08,0
4284,17 13 07,0
4285,17 13 06,0
4286,17 13 04,0
4287,17 13 20,0
4288,17 13 03,0
4289,17 13 02,0
4290,17 13 01,0
4291,17 13 00,0
4292,17 12 31,0
4293,17 12 30,0
4294,17 12 29,0
4295,17 12 28,0
4296,17 12 27,0
4297,17 12 26,0
4298,17 12 25,0
4299,17 12 24,0
4300,17 12 23,0
4301,17 13 19,0
4302,17 13 21,0
4303,17 12 21,0
4304,17 14 05,0
4305,17 14 18,0
4306,17 14 17,0
4307,17 14 16,0
4308,17 14 15,0
4309,17 14 14,0
4310,17 14 13,0
4311,17 14 12,0
4312,17 14 11,0
4313,17 14 10,0
4314,17 14 09,0
4315,17 14 08,0
4316,17 14 07,0
4317,17 14 06,0
4318,17 14 04,0
4319,17 13 22,0
4320,17 14 03,0
4321,17 14 02,0
4322,17 14 01,0
4323,17 14 00,0
4324,17 13 31,0
4325,17 13 30,0
4326,17 13 29,0
4327,17 13 28,0
4328,17 13 27,0
4329,17 13 26,0
4330,17 13 25,0
4331,17 13 24,0
4332,17 13 23,0
4333,17 12 22,0
4334,17 12 20,0
4335,17 18 19,0
4336,17 11 04,0
4337,17 11 17,0
4338,17 11 16,0
4339,17 11 15,0
4340,17 11 14,0
4341,17 11 13,0
4342,17 11 12,0
4343,17 11 11,0
4344,17 11 10,0
4345,17 11 09,0
4346,17 11 08,0
4347,17 11 07,0
4348,17 11 06,0
4349,17 11 05,0
4350,17 11 03,0
4351,17 11 19,0
4352,17 11 02,0
4353,17 11 01,0
4354,17 11 00,0
4355,17 10 31,0
4356,17 10 30,0
4357,17 10 29,0
4358,17 10 28,0
4359,17 10 27,0
4360,17 10 26,0
4361,17 10 25,0
4362,17 10 24,0
4363,17 10 23,0
4364,17 10 22,0
4365,17 11 18,0
4366,17 11 20,0
4367,17 12 19,0
4368,17 12 04,0
4369,17 12 17,0
4370,17 12 16,0
4371,17 12 15,0
4372,17 12 14,0
4373,17 12 13,0
4374,17 12 12,0
4375,17 12 11,0
4376,17 12 10,0
4377,17 12 09,0
4378,17 12 08,0
4379,17 12 07,0
4380,17 12 06,0
4381,17 12 05,0
4382,17 12 03,0
4383,17 11 21,0
4384,17 12 02,0
4385,17 12 01,0
4386,17 12 00,0
4387,17 11 31,0
4388,17 11 30,0
4389,17 11 29,0
4390,17 11 28,0
4391,17 11 27,0
4392,17 11 26,0
4393,17 11 25,0
4394,17 11 24,0
4395,17 11 23,0
4396,17 11 22,0
4397,17 14 19,0
4398,17 14 20,0
4399,17 14 21,0
4400,17 17 04,0
4401,17 17 17,0
4402,17 17 16,0
4403,17 17 15,0
4404,17 17 14,0
4405,17 17 13,0
4406,17 17 12,0
4407,17 17 11,0
4408,17 17 10,0
4409,17 17 09,0
4410,17 17 08,0
4411,17 17 07,0
4412,17 17 06,0
4413,17 17 05,0
4414,17 17 03,0
4415,17 17 19,0
4416,17 17 02,0
4417,17 17 01,0
4418,17 17 00,0
4419,17 16 31,0
4420,17 16 30,0
4421,17 16 29,0
4422,17 16 28,0
4423,17 16 27,0
4424,17 16 26,0
4425,17 16 25,0
4426,17 16 24,0
4427,17 16 23,0
4428,17 16 22,0
4429,17 17 18,0
4430,17 17 20,0
4431,17 14 22,0
4432,17 18 04,0
4433,17 18 17,0
4434,17 18 16,0
4435,17 18 15,0
4436,17 18 14,0
4437,17 18 13,0
4438,17 18 12,0
4439,17 18 11,0
4440,17 18 10,0
4441,17 18 09,0
4442,17 18 08,0
4443,17 18 07,0
4444,17 18 06,0
4445,17 18 05,0
4446,17 18 03,0
4447,17 17 21,0
4448,17 18 02,0
4449,17 18 01,0
4450,17 18 00,0
4451,17 17 31,0
4452,17 17 30,0
4453,17 17 29,0
4454,17 17 28,0
4455,17 17 27,0
4456,17 17 26,0
4457,17 17 25,0
4458,17 17 24,0
4459,17 17 23,0
4460,17 17 22,0
4461,17 16 21,0
4462,17 16 20,0
4463,17 16 19,0
4464,17 15 05,0
4465,17 15 18,0
4466,17 15 17,0
4467,17 15 16,0
4468,17 15 15,0
4469,17 15 14,0
4470,17 15 13,0
4471,17 15 12,0
4472,17 15 11,0
4473,17 15 10,0
4474,17 15 09,0
4475,17 15 08,0
4476,17 15 07,0
4477,17 15 06,0
4478,17 15 04,0
4479,17 16 18,0
4480,17 15 03,0
4481,17 15 02,0
4482,17 15 01,0
4483,17 15 00,0
4484,17 14 31,0
4485,17 14 30,0
4486,17 14 29,0
4487,17 14 28,0
4488,17 14 27,0
4489,17 14 26,0
4490,17 14 25,0
4491,17 14 24,0
4492,17 14 23,0
4493,17 15 19,0
4494,17 15 20,0
4495,17 15 21,0
4496,17 15 22,0
4497,17 16 17,0
4498,17 16 16,0
4499,17 16 15,0
4500,17 16 14,0
4501,17 16 13,0
4502,17 16 12,0
4503,17 16 11,0
4504,17 16 10,0
4505,17 16 09,0
4506,17 16 08,0
4507,17 16 07,0
4508,17 16 06,0
4509,17 16 05,0
4510,17 16 04,0
4511,17 16 03,0
4512,17 16 02,0
4513,17 16 01,0
4514,17 16 00,0
4515,17 15 31,0
4516,17 15 30,0
4517,17 15 29,0
4518,17 15 28,0
4519,17 15 27,0
4520,17 15 26,0
4521,17 15 25,0
4522,17 15 24,0
4523,17 15 23,0
4524,17 10 21,0
4525,17 10 20,0
4526,17 10 19,0
4527,17 05 03,0
4528,17 05 16,0
4529,17 05 15,0
4530,17 05 14,0
4531,17 05 13,0
4532,17 05 12,0
4533,17 05 11,0
4534,17 05 10,0
4535,17 05 09,0
4536,17 05 08,0
4537,17 05 07,0
4538,17 05 06,0
4539,17 05 05,0
4540,17 05 04,0
4541,17 05 02,0
4542,17 05 18,0
4543,17 05 01,0
4544,17 05 00,0
4545,17 04 31,0
4546,17 04 30,0
4547,17 04 29,0
4548,17 04 28,0
4549,17 04 27,0
4550,17 04 26,0
4551,17 04 25,0
4552,17 04 24,0
4553,17 04 23,0
4554,17 04 22,0
4555,17 04 21,0
4556,17 05 17,0
4557,17 05 19,0
4558,17 06 18,0
4559,17 06 03,0
4560,17 06 16,0
4561,17 06 15,0
4562,17 06 14,0
4563,17 06 13,0
4564,17 06 12,0
4565,17 06 11,0
4566,17 06 10,0
4567,17 06 09,0
4568,17 06 08,0
4569,17 06 07,0
4570,17 06 06,0
4571,17 06 05,0
4572,17 06 04,0
4573,17 06 02,0
4574,17 05 20,0
4575,17 06 01,0
4576,17 06 00,0
4577,17 05 31,0
4578,17 05 30,0
4579,17 05 29,0
4580,17 05 28,0
4581,17 05 27,0
4582,17 05 26,0
4583,17 05 25,0
4584,17 05 24,0
4585,17 05 23,0
4586,17 05 22,0
4587,17 05 21,0
4588,17 04 20,0
4589,17 04 19,0
4590,17 04 18,0
4591,17 03 04,0
4592,17 03 17,0
4593,17 03 16,0
4594,17 03 15,0
4595,17 03 14,0
4596,17 03 13,0
4597,17 03 12,0
4598,17 03 11,0
4599,17 03 10,0
4600,17 03 09,0
4601,17 03 08,0
4602,17 03 07,0
4603,17 03 06,0
4604,17 03 05,0
4605,17 03 03,0
4606,17 04 17,0
4607,17 03 02,0
4608,17 03 01,0
4609,17 03 00,0
4610,17 02 31,0
4611,17 02 30,0
4612,17 02 29,0
4613,17 02 28,0
4614,17 02 27,0
4615,17 02 26,0
4616,17 02 25,0
4617,17 02 24,0
4618,17 02 23,0
4619,17 02 22,0
4620,17 03 18,0
4621,17 03 19,0
4622,17 03 20,0
4623,17 03 21,0
4624,17 04 16,0
4625,17 04 15,0
4626,17 04 14,0
4627,17 04 13,0
4628,17 04 12,0
4629,17 04 11,0
4630,17 04 10,0
4631,17 04 09,0
4632,17 04 08,0
4633,17 04 07,0
4634,17 04 06,0
4635,17 04 05,0
4636,17 04 04,0
4637,17 04 03,0
4638,17 04 02,0
4639,17 04 01,0
4640,17 04 00,0
4641,17 03 31,0
4642,17 03 30,0
4643,17 03 29,0
4644,17 03 28,0
4645,17 03 27,0
4646,17 03 26,0
4647,17 03 25,0
4648,17 03 24,0
4649,17 03 23,0
4650,17 03 22,0
4651,17 06 17,0
4652,17 06 19,0
4653,17 10 18,0
4654,17 09 04,0
4655,17 09 17,0
4656,17 09 16,0
4657,17 09 15,0
4658,17 09 14,0
4659,17 09 13,0
4660,17 09 12,0
4661,17 09 11,0
4662,17 09 10,0
4663,17 09 09,0
4664,17 09 08,0
4665,17 09 07,0
4666,17 09 06,0
4667,17 09 05,0
4668,17 09 03,0
4669,17 09 19,0
4670,17 09 02,0
4671,17 09 01,0
4672,17 09 00,0
4673,17 08 31,0
4674,17 08 30,0
4675,17 08 29,0
4676,17 08 28,0
4677,17 08 27,0
4678,17 08 26,0
4679,17 08 25,0
4680,17 08 24,0
4681,17 08 23,0
4682,17 08 22,0
4683,17 09 18,0
4684,17 09 20,0
4685,17 06 20,0
4686,17 10 04,0
4687,17 10 17,0
4688,17 10 16,0
4689,17 10 15,0
4690,17 10 14,0
4691,17 10 13,0
4692,17 10 12,0
4693,17 10 11,0
4694,17 10 10,0
4695,17 10 09,0
4696,17 10 08,0
4697,17 10 07,0
4698,17 10 06,0
4699,17 10 05,0
4700,17 10 03,0
4701,17 09 21,0
4702,17 10 02,0
4703,17 10 01,0
4704,17 10 00,0
4705,17 09 31,0
4706,17 09 30,0
4707,17 09 29,0
4708,17 09 28,0
4709,17 09 27,0
4710,17 09 26,0
4711,17 09 25,0
4712,17 09 24,0
4713,17 09 23,0
4714,17 09 22,0
4715,17 08 21,0
4716,17 08 20,0
4717,17 08 19,0
4718,17 07 03,0
4719,17 07 16,0
4720,17 07 15,0
4721,17 07 14,0
4722,17 07 13,0
4723,17 07 12,0
4724,17 07 11,0
4725,17 07 10,0
4726,17 07 09,0
4727,17 07 08,0
4728,17 07 07,0
4729,17 07 06,0
4730,17 07 05,0
4731,17 07 04,0
4732,17 07 02,0
4733,17 08 18,0
4734,17 07 01,0
4735,17 07 00,0
4736,17 06 31,0
4737,17 06 30,0
4738,17 06 29,0
4739,17 06 28,0
4740,17 06 27,0
4741,17 06 26,0
4742,17 06 25,0
4743,17 06 24,0
4744,17 06 23,0
4745,17 06 22,0
4746,17 06 21,0
4747,17 07 17,0
4748,17 07 18,0
4749,17 07 19,0
4750,17 07 20,0
4751,17 08 17,0
4752,17 08 16,0
4753,17 08 15,0
4754,17 08 14,0
4755,17 08 13,0
4756,17 08 12,0
4757,17 08 11,0
4758,17 08 10,0
4759,17 08 09,0
4760,17 08 07,0
4761,17 08 06,0
4762,17 08 05,0
4763,17 08 04,0
4764,17 08 03,0
4765,17 08 02,0
4766,17 08 01,0
4767,17 08 00,0
4768,17 07 31,0
4769,17 07 30,0
4770,17 07 29,0
4771,17 07 28,0
4772,17 07 27,0
4773,17 07 26,0
4774,17 07 25,0
4775,17 07 24,0
4776,17 07 23,0
4777,17 07 22,0
4778,17 18 18,0
4779,17 18 20,0
4780,17 02 20,0
4781,17 29 11,0
4782,17 29 24,0
4783,17 29 23,0
4784,17 29 22,0
4785,17 29 21,0
4786,17 29 20,0
4787,17 29 19,0
4788,17 29 18,0
4789,17 29 17,0
4790,17 29 16,0
4791,17 29 15,0
4792,17 29 14,0
4793,17 29 13,0
4794,17 29 12,0
4795,17 29 10,0
4796,17 29 26,0
4797,17 29 09,0
4798,17 29 08,0
4799,17 29 07,0
4800,17 29 06,0
4801,17 29 05,0
4802,17 29 04,0
4803,17 29 03,0
4804,17 29 02,0
4805,17 29 01,0
4806,17 29 00,0
4807,17 28 31,0
4808,17 28 30,0
4809,17 28 29,0
4810,17 29 25,0
4811,17 29 27,0
4812,17 28 27,0
4813,17 30 12,0
4814,17 30 25,0
4815,17 30 24,0
4816,17 30 23,0
4817,17 30 22,0
4818,17 30 21,0
4819,17 30 20,0
4820,17 30 19,0
4821,17 30 18,0
4822,17 30 17,0
4823,17 30 16,0
4824,17 30 15,0
4825,17 30 14,0
4826,17 30 13,0
4827,17 30 11,0
4828,17 29 28,0
4829,17 30 09,0
4830,17 30 08,0
4831,17 30 07,0
4832,17 30 06,0
4833,17 30 05,0
4834,17 30 04,0
4835,17 30 03,0
4836,17 30 02,0
4837,17 30 01,0
4838,17 30 00,0
4839,17 29 31,0
4840,17 29 30,0
4841,17 29 29,0
4842,17 28 28,0
4843,17 28 26,0
4844,17 18 21,0
4845,17 27 11,0
4846,17 27 24,0
4847,17 27 23,0
4848,17 27 22,0
4849,17 27 21,0
4850,17 27 20,0
4851,17 27 19,0
4852,17 27 18,0
4853,17 27 17,0
4854,17 27 16,0
4855,17 27 15,0
4856,17 27 14,0
4857,17 27 13,0
4858,17 27 12,0
4859,17 27 10,0
4860,17 27 26,0
4861,17 27 09,0
4862,17 27 08,0
4863,17 27 06,0
4864,17 27 05,0
4865,17 27 04,0
4866,17 27 03,0
4867,17 27 02,0
4868,17 27 01,0
4869,17 27 00,0
4870,17 26 31,0
4871,17 26 30,0
4872,17 26 29,0
4873,17 26 28,0
4874,17 27 25,0
4875,17 27 27,0
4876,17 28 25,0
4877,17 28 11,0
4878,17 28 24,0
4879,17 28 23,0
4880,17 28 22,0
4881,17 28 21,0
4882,17 28 20,0
4883,17 28 19,0
4884,17 28 18,0
4885,17 28 17,0
4886,17 28 16,0
4887,17 28 15,0
4888,17 28 14,0
4889,17 28 13,0
4890,17 28 12,0
4891,17 28 10,0
4892,17 27 28,0
4893,17 28 09,0
4894,17 28 08,0
4895,17 28 07,0
4896,17 28 06,0
4897,17 28 05,0
4898,17 28 04,0
4899,17 28 03,0
4900,17 28 02,0
4901,17 28 01,0
4902,17 28 00,0
4903,17 27 31,0
4904,17 27 30,0
4905,17 27 29,0
4906,17 30 26,0
4907,17 30 28,0
4908,17 30 29,0
4909,18 01 13,0
4910,18 01 26,0
4911,18 01 25,0
4912,18 01 24,0
4913,18 01 23,0
4914,18 01 22,0
4915,18 01 21,0
4916,18 01 20,0
4917,18 01 19,0
4918,18 01 18,0
4919,18 01 17,0
4920,18 01 16,0
4921,18 01 15,0
4922,18 01 14,0
4923,18 01 12,0
4924,18 01 28,0
4925,18 01 11,0
4926,18 01 10,0
4927,18 01 09,0
4928,18 01 07,0
4929,18 01 06,0
4930,18 01 05,0
4931,18 01 04,0
4932,18 01 03,0
4933,18 01 02,0
4934,18 01 01,0
4935,18 01 00,0
4936,18 00 31,0
4937,18 00 30,0
4938,18 01 27,0
4939,18 01 29,0
4940,17 30 30,0
4941,18 02 13,0
4942,18 02 26,0
4943,18 02 25,0
4944,18 02 24,0
4945,18 02 23,0
4946,18 02 22,0
4947,18 02 21,0
4948,18 02 20,0
4949,18 02 19,0
4950,18 02 18,0
4951,18 02 17,0
4952,18 02 16,0
4953,18 02 15,0
4954,18 02 14,0
4955,18 02 12,0
4956,18 01 30,0
4957,18 02 11,0
4958,18 02 10,0
4959,18 02 09,0
4960,18 02 08,0
4961,18 02 07,0
4962,18 02 06,0
4963,18 02 05,0
4964,18 02 04,0
4965,18 02 03,0
4966,18 02 02,0
4967,18 02 01,0
4968,18 02 00,0
4969,18 01 31,0
4970,18 00 29,0
4971,18 00 28,0
4972,18 00 27,0
4973,17 31 13,0
4974,17 31 26,0
4975,17 31 25,0
4976,17 31 24,0
4977,17 31 23,0
4978,17 31 22,0
4979,17 31 21,0
4980,17 31 20,0
4981,17 31 19,0
4982,17 31 18,0
4983,17 31 17,0
4984,17 31 16,0
4985,17 31 15,0
4986,17 31 14,0
4987,17 31 12,0
4988,18 00 26,0
4989,17 31 11,0
4990,17 31 10,0
4991,17 31 09,0
4992,17 31 08,0
4993,17 31 07,0
4994,17 31 06,0
4995,17 31 05,0
4996,17 31 04,0
4997,17 31 03,0
4998,17 31 02,0
4999,17 31 01,0
5000,17 31 00,0
5001,17 30 31,0
5002,17 31 27,0
5003,17 31 28,0
5004,17 31 29,0
5005,17 31 30,0
5006,18 00 25,0
5007,18 00 24,0
5008,18 00 23,0
5009,18 00 22,0
5010,18 00 21,0
5011,18 00 20,0
5012,18 00 19,0
5013,18 00 18,0
5014,18 00 17,0
5015,18 00 16,0
5016,18 00 15,0
5017,18 00 14,0
5018,18 00 13,0
5019,18 00 12,0
5020,18 00 11,0
5021,18 00 10,0
5022,18 00 09,0
5023,18 00 08,0
5024,18 00 07,0
5025,18 00 06,0
5026,18 00 05,0
5027,18 00 04,0
5028,18 00 03,0
5029,18 00 02,0
5030,18 00 01,0
5031,18 00 00,0
5032,17 31 31,0
5033,17 26 27,0
5034,17 26 26,0
5035,17 26 25,0
5036,17 21 07,0
5037,17 21 20,0
5038,17 21 19,0
5039,17 21 18,0
5040,17 21 17,0
5041,17 21 16,0
5042,17 21 15,0
5043,17 21 14,0
5044,17 21 13,0
5045,17 21 12,0
5046,17 21 11,0
5047,17 21 10,0
5048,17 21 09,0
5049,17 21 08,0
5050,17 21 06,0
5051,17 21 22,0
5052,17 21 05,0
5053,17 21 03,0
5054,17 21 02,0
5055,17 21 01,0
5056,17 21 00,0
5057,17 20 31,0
5058,17 20 30,0
5059,17 20 29,0
5060,17 20 28,0
5061,17 20 27,0
5062,17 20 26,0
5063,17 20 25,0
5064,17 20 24,0
5065,17 21 21,0
5066,17 21 23,0
5067,17 22 22,0
5068,17 22 07,0
5069,17 22 20,0
